tecnica_norm,n_fichas,n_mujeres,n_hombres,edad_prom,estados,ceremonia_principal,n_ceremonia_principal,ceremonias_resumen,prenda_principal,n_prenda_principal,prendas_resumen,n_aprendio_madre,n_aprendio_abuela,n_aprendio_tia,n_aprendio_hermana,n_aprendio_cunada,n_aprendio_instructor,n_aprendio_otro,n_aprendio_padre,n_no_ha_ensenado,n_ens_hijas,n_ens_nietos,n_ens_sobrinos,n_ens_pareja,n_ens_estudiantes,n_ens_otra,n_ens_hijos,n_man_mano,n_man_pedal,n_man_telar,n_man_mixta,n_man_otra,n_man_tejido,n_man_telar_pedal,n_tenido_plantas,n_tenido_minerales,n_tenido_animales,n_tenido_otro,Tecnica,count,Materiales_concat_clean,uuid
Prendas tradicional,1,1,0,38.0,Chihuahua,Evento en Chihuahua,1.0,Evento en Chihuahua (1); Evento original ciudad de México (1),Blusas,1.0,Blusas (1); Bolsas (1); Diadema (1); Estambre (1); Llaveros (1); Vestidos (1); Wuarrs o canastas (1),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Prendas tradicional,1.0,"tela, manta, hielo, tijera, botone, plancha de carbón, aguja leña",ed421001-f348-58cb-b438-4936468512b6
Puntada antigua,1,1,0,52.0,Puebla,Escuelas,1.0,Escuelas (1); Mayordomias (1); Primeras comuniones (1),Caminos de mesa,1.0,"Caminos de mesa (1); Chalecos (1); Chales, (1); Huipiles (1); Morrales (1); Tomicotones (1)",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,Puntada antigua,1.0,"para el bordado solamente el aguja, y material, en el teñido pues olla, y leña",27e4b141-6352-55c2-a3b6-67c8e951026d
Puntada corrida,1,0,1,59.0,Tlaxcala,Cuando sea necesario,1.0,Cuando sea necesario (1),Corridos,1.0,Corridos (1); Gabanes (1); Sarapes (1),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Puntada corrida,1.0,"lana, anil, palo de brasil, pericon, etc",0da5fc21-9185-57f4-9f51-04d970d37f13
Puntada de red,1,1,0,37.0,Yucatán,Ceremonia culturales,1.0,Ceremonia culturales (1); Ceremonia religiosa (1); Ceremonia tradicional (1); Pasarelas (1),Almohadas,1.0,Almohadas (1); Aretes (1); Blusas (1); Estandartes/ cuadros (1); Huipiles (1); Pañales (1); Servilletas (1); Sábanas y sobrecamas (1); Ternos  etc (1); Vestidos (1),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Puntada de red,1.0,"máquina industrial para bordar, tela blanca o de color, hilos iris para bordar e hilera",82a892a7-eb2a-5c9d-b5f9-7f7e28a959ac
Puntada de rescate u hoja de platano,1,1,0,61.0,Campeche,Campechanidad,1.0,Campechanidad (1); Eventos (1); Eventos politicos (1),Batas tipo vestido,1.0,Batas tipo vestido (1); Blusas tipo hipil (1); Vestidos (1),1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Puntada de rescate u hoja de platano,1.0,malla aguja.hilo de bordar.hilera tela lino italiano,4ecdfbe5-5eef-5c24-9df8-9d6b437a3b88
Puntada de satín,3,0,3,30.3333333333333,Oaxaca,Bodas,1.0,"Bodas (1); Camisas (1); Entierros funebres y bodas (1); Funerales (1); Huipiles de listón (1); Mayordomias (1); Mayordomía, tititlatos,  calendario y fiesta patronal (1); Velas (1)",Camisas,2.0,Camisas (2); Blusas (1); Caminos de mesa (1); Enaguas (1); Fundas de almohada (1); Hilos (1); Huipiles (1); Huipiles cortos (1); Huipiles de listón (1); Pañuelos (1); Rebozos (1); Servilletas (1); Vestido (1),2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,Puntada de satín,3.0,"hilo, manta, figurines de papel picado, carbón, lapicero o marcadore, aguja, tijera, hilos de seda rayón y algodón, hilos de algodón y seda, telas industriales y añil",da2b52f4-d25a-510e-bad0-c57479d65511
Puntada frontal,1,1,0,52.0,Puebla,Escuelas,1.0,Escuelas (1); Mayordomias (1); Primeras comuniones (1),Caminos de mesa,1.0,"Caminos de mesa (1); Chalecos (1); Chales, (1); Huipiles (1); Morrales (1); Tomicotones (1)",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,Puntada frontal,1.0,"para el bordado solamente el aguja, y material, en el teñido pues olla, y leña",72a3f683-27d3-5f90-beab-ae6434eb3d4b
Puntada lineal continua,1,1,0,59.0,Oaxaca,Eventos especiales,1.0,Eventos especiales (1); Fiestas tradicionales de la región (1),Blusas estilizadas,1.0,Blusas estilizadas (1); Blusas tradicionales (1); Camisas tradicionales de manta (1); Guaysberas (1); Ropa infantil (1); Vestidos estilizados (1); Vestidos tradicionales (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Puntada lineal continua,1.0,,d457ca4d-cb87-55d0-a3b0-0cacf307aef0
Punto atrás,3,2,1,47.0,Oaxaca,Bautizo,1.0,"Bautizo (1); Bodas (1); El uso o de la enagua es en el día a día, solo cambia su uso dependiendo del huipil y el evento (1); Para eventos religiosos (1); Se usa en el día a día, ya que son las mas tradicionales y se adaptan a nuestras actividades cotidianas (1); Se usa en eventos importantes con bodas, bautizos, cumpleaños. (1); Son piezas de innovación en para el día a día (1); Son piezas de innovación para el día a día (1); XV años (1); Y sociales (1)",Camisas,1.0,Camisas (1); Enagua (1); Enaguas antiguas y recientes (1); Huipil (1); Huipil y blusas vestdos (1); Huipiles Ceremoniales o de Gala (1); Huipiles cortos de uso diario (1); Pantalones (1); Ropaje de bautizo (1); Vestido de novia (1),1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Punto atrás,3.0,"aguja, manta, lino, etamina, hilo, hilo de y de algodón de artiseda",7d084262-fb9e-5031-ae7e-7400fec54975
Punto confite,1,1,0,35.0,Puebla,Dia de muertos para adornar el altar,1.0,Dia de muertos para adornar el altar (1); Dia de siembra para llevar las tortillas. (Hoy dia muy poco) (1),Los huipiles conocidos como tapun,1.0,Los huipiles conocidos como tapun (1); Los rebozos llamados pam'lin (1); Servilletas llamadas pum'lin (1); Y el tapun pequeño que va en la cabeza para cubrirse del sol (1),1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Punto confite,1.0,"el telar, hilos de algodón, un hueso de guajolote espinas de naranjo o limón, hilo de algodón",6a388cea-55c9-547d-a1b6-365cc63528ac
Punto de cruz,89,75,13,45.1264367816092,"Campeche, Chiapas, Chihuahua, Colima, Durango, Guerrero, Jalisco, México, Michoacán De Ocampo, Morelos, Oaxaca, Puebla, Querétaro, Quintana Roo, Tamaulipas, Veracruz De Ignacio De La Llave, Yucatán",Bodas,18.0,"Bodas (18); Bautizo (11); Boda (5); Fiestas patronales (5); Bautizos (4); Primera comunión (4); Vaquerias (4); Bodas civiles (3); XV años (3); Confirmaciones (2); Eventos especiales (2); Falda (2); Fiesta del elote (2); Fiestas del pueblo (2); Fiestas tradicionales (2); Gremios (2); Hanal pixan (2); Primeras comuniones (2); Arpus (1); Asak de tom (1); Baile al Santo patrono de pueblo que es el Señor de los Milagros cada día 14 de cada mes (1); Baitizos (1); Batas campechenos (1); Blusa (1); Blusas antiguas con diseños de nuestros antepasados (1); Blusas de diario (1); Blusas,en fiestas del pueblo o evento especiales (1); Bluzas uniforme (1); Bodas  , (1); Bodas y ferias tradicionales  jaranas (1); Bodas, bautizos y mayodormías religiosas (1); Bodas. (1); Bolsa (1); Bolsas ,del día a dia (1); Bolsas para salir (1); Caminos (1); Camisas o guallaberas en fiestas o eventos especiales o sociales (1); Camisón (1); Clausuras (1); Compadrazgo (1); Comuniones (1); Comunión (1); Confirmacion (1); Confirmación (1); Copia de greca (1); Corpus (1); Costumbre xiota (1); Culturales (1); Cumpleaños (1); DIARIO (1); Danzas tradicionales (1); Del diario (1); Desfiles Artesanal (1); Dia de la campechanidad (1); Día de la lengua materna (1); Día de muertos (1); Día de todos santos (1); El otro en fiestas como bodas y recibimiento de presidentes (fiestas importantes) (1); En 15 años (1); En bodas (1); En bodas  15 años bautizos gremios y fiestas patronales (1); En bodas religiosas las mujeres se visten con el traje tradicional al llegar al salón de fiestas para que se le haga la entrega de un listón de color por parte de las primas (1); En bodas, bautizos, vaquerias (1); En bodas, en bautizos y en fiestas patronales (1); En ceremonias religiosas y eventos tradicionales (1); En eventos políticos (1); En eventos religiosos, gobernantes, boda (1); En fiesta tradicional (1); En la fiesta religiosa y la fiesta patronal, cuando van las autoridades (1); En las fiestas para envolver las tortillas (1); En trajes tradicionales para la mayordomía de la localidad (1); Entierro (1); Es de uso diario (1); Es un atuendo ceremonial que se usa del 1 al 12 de diciembre. En honor a la virgen de Guadalupe. Esto es en peregrinación y misas. (1); Es un jorongo que se rescató gracias a lo que he aprendido en original. Es un atuendo ceremonial que usaban las mujeres para casarse con bordados en en punto de cruz y con n Galdino con tejido de gancho. Lo ancho del ruedo o el tejido de abajo del faldón dependía del cariño o aceptación que tenía la suegra hacía la novia. (1); Es una innovación del ajuar guadalupano pues el ajuar tiene tres piezas y el huipil solo dos y es para utilizarlo del 1 al 12 de diciembre. (1); Escuela (1); Escuelas (1); Evento especiales (1); Evento sociales (1); Eventos culturales (1); Eventos de gala (1); Eventos patronales. (1); Eventos sociales (1); Faja (1); Festividades patronales (1); Fiesta patronales (1); Fiesta tradicional (1); Fiestas (1); Fiestas  patronales (1); Fiestas ,tradicionales,eventos  políticos (1); Fiestas ceremoniales (1); Fiestas culturales (tambor, maíz, ceniza, semana santa,cambio de varas (1); Fiestas religiosas, (1); Fietas del pueblo, bodas bautizos, corpus Cristi (1); Filipinas (1); Gabanes (1); Graduaciones (1); Graduaciónes (1); Guayaberas para eventos (1); Hanal pixa'an (1); Hetz meek' (1); Hipil (1); Hipiles yucatan diaro (1); Huipil (1); Huipil de gala (1); Huipil de gala o batas (1); Huipiles (1); Huipiles Natividad de la Virgen María (1); Jarana (1); Jets'mek' (1); Jets'méek' (1); Las fajas (1); Las niñas y niños en la celebración del nacimiento del niño Dios (1); Lo más utilizado es el huipil para mujer y el de hombre (1); Los cargueros en cada celebración de las imágenes religiosas que tienen a su cargo. (1); Manteles (1); Mayordomias (1); Mayordomía (1); Misas (1); Monedero (1); Nacimiento (1); Paliacate (1); Para celebraciones tradicionales de los barrios (1); Para el mes de octubre mes de la campechanidad (1); Para eventos de la iglesia  como danza de la pastora (1); Para jarana (1); Para las almuadas en las casas (1); Para toda acción ya que las blusas se usan de unos diario en el pueblo (1); Pasarelas (1); Perdón “entrega de novias “ (1); Peregrinaciones (1); Presentaciones (1); Primera comunion (1); Punto de cruz puntada tres hilos y hazme si puedes fino, para fandangos o para regalos especiales, (1); Punto de cruz y hazme si puedes, puntada sencilla, como ropa interior o diario. (1); Punto de cruz, en la Guelaguetza (1); Quince años (1); Rebozos (1); Religiosa (1); Rituales del altar maya (1); Rituales tradicionales de mi comunidad Uruapan Michoacán (1); Se elaboran en punto de cruz o bordado con iconografía creada con elementos de la comunidad. (1); Se utiliza como una prenda del diario. (1); Semana santa (1); Seremonias (1); Señidor (1); Terno vaquerías y bodas (1); Todos santos, huipiles de gala, de fiesta y el de diario. (1); Tortilleros para tortillas (1); Traje de gala para eventos especiales (1); Traje tico (1); Traje típico (1); Trajes de niños (1); Trajes de noche (1); Uanhanchas (1); Uso diario, y eventos social (1); Uso diarios (1); Usos y costumbres de mi pueblo (1); Vaqueras,eventos publicos (1); Vestimentas (1); Xv años (1); bautizo (1); cuando ase las  rituales custubres (1); diario el de punto de cruz (1)",Blusas,31.0,"Blusas (31); Servilletas (20); Manteles (17); Vestidos (17); Bolsas (15); Hipiles (12); Terno (9); Blusa (8); Camisas (8); Huipiles (8); Guayabera (7); Guayaberas (7); Pañales (7); Rebozos (7); Caminos de mesa (6); Huipil (6); Ternos (5); Bolsos (4); Cojines (4); Hipil (4); Morrales (4); Pantalones (4); Vestido (4); Blusas tradicionales (3); Camisa (3); Carteras (3); Falda (3); Faldas (3); Rebosos (3); Batas (2); Bolsa (2); Camino de mesa (2); Camisas de caballero (2); Capas (2); Delantal (2); En blusas (2); En la camisa tradicional (2); En vestido (2); Faja (2); Guallaveras (2); Mandiles (2); Monederos (2); Paliacate (2); Pañal (2); Rebozo (2); Tortilleras (2); blusa (2); Accesorios de bisutería (1); Accesorios varios. (1); Ajuar guadalupano o colimote. Gabán guadalupano (1); Algodón (1); Aretes (1); Arpus (1); Asak de tom (1); BLUSAS (1); Baimkar (1); Balerinas (1); Bata (1); Bata guayaberas (1); Batas campechanas (1); Blusa   de Campeche nidad (1); Blusa  hipil (1); Blusa wanengo (1); Blusaa (1); Blusas campechanas (1); Blusas cortas (1); Blusas hipil (1); Bluson (1); Blusones (1); Bordados para bebé en niños (1); Bufandas (1); CINTOS (1); Caminos  de mesa (1); Caminos de mesa y servilletas (1); Camisa para dama y caballero (1); Camisas calzones tradicionales (1); Camisas de hombres (1); Camisas de manta (1); Camisas guayaveras (1); Camisas y filipinas (1); Camisón (1); Cartera (1); Chalecos (1); Chales (1); Chales, (1); Chalina (1); Chamarras (1); Chanbritas (1); Cintas (1); Cintos (1); Colgantes para bolsas (1); Collar, diadema, pulseras etc (1); Coton (1); Cuadros (1); Cuadros decorativos. (1); Cubrebocas (1); Diademas (1); Diseños personalizados (1); Donchu (1); En Mrrales (1); En bisutería (1); En caminos de mesa (1); En chalecos (1); En cuadros de colección (1); En guanengos tradicional y faja telar de cintura (1); En huipiles (1); En huipiles y camisas (1); En la enagua que Esparte de nuestro atuendo (1); En rebozos (1); En servilletas que se utilizan en las festividades patronales (1); En ternos, huipiles, blusas etc. (1); En trege campechano (1); Enagua (1); Estandartes (1); Estantartes (1); Estolas (1); Faja de cintura (1); Fajas (1); Faldas mandiles (1); Filipina (1); Fundas (1); Fundas para almohadas (1); Gorras (1); Guanengos (1); Guanengos bolsas (1); Guayaberas y camisas (1); Hipilitos para niñas (1); Huanengo (1); Huanengo ( blusas) (1); Huanengos (1); Huipil Gala (1); Huipil bolsas (1); Huipil diario (1); Huipil guadalupano y manto (1); Huipil modelo antiguo (1); Huipil y enagua de gala (1); Huipiles , blusas (1); Huipiles, (1); Jorongo de Zacualpan (1); Joyeria (1); Justames (1); MORRALES (1); Mantel (1); Manteles religiosos (1); Morral (1); Muñecas Lele (1); Naguas (1); Nahuas (1); Paliacates  jaranero (1); Pantalón (1); Para almuadas (1); Pañoletas (1); Pañuelo (1); Pañuelos (1); Pie de cama (1); Playeras (1); Prendedores (1); Quexquemil (1); Quexquemilt (1); Quiskemetl (1); Reboso (1); Reboso , (1); Recuerdos (1); Recuerdos de boda, XV años, bautizo,  jes mek' (1); Ropa de cama (1); Ropa de cama. (1); Sacos (1); Separadores (1); Serbilletas (1); Servilletas manteles (1); Servilleteros (1); Solapas (1); Sudarios (1); Sueter (1); Thomicoton (1); Tira (1); Toallas (1); Tomicotones (1); Top crop (1); Tornicotón (1); Tortilleros (1); Traje completo (1); Traje tradicinales (1); Traje tradicional (1); Traje tradicional de la danza de los viejitos (1); Trajes de hombre y mujer (1); Trajes tradicionales (1); Uso diario (1); VESTIDOS (1); Vestidos de XV años y bodas (1); Vestidos de niña (1); Vestidos largos (1); Vestidos tipo hipil (1); Vestimenta de la muñeca donxü (1); Zapato (1); capas (1); huipil (1); las blusas  tradicionales (1); pantalón (1); ponchos (1); vestidos (1)",65,20,19,1,1,3,0,8,6,48,11,13,14,13,16,11,80,3,11,7,2,2,3,16,3,6,9,,,,591743e0-4c72-5cf0-97c1-bc858b1b0c69
Purépecha,2,2,0,59.0,Michoacán De Ocampo,Eventos especial,1.0,Eventos especial (1); Fiestas patronales (1); Para bautizos (1); Para embajadas (1); Para la virgen (1); Sacerdote (1); Templo (1); bodas (1); chamarras (1); colchas (1); danza de viejitos (1); delantal (1); día de muertos (1); nacimientos (1); vida de rancho (1),Anillos,1.0,Anillos (1); Camisas (1); Cojines (1); Cuadros (1); Dijes (1); Ggetes (1); Portavasos (1); Reboso (1); Vestidos (1); Zapatos (1); anillos (1); blusas (1); chalinas (1); chamsrras (1); cuadros (1); dijes (1); fundas para las almohadas (1); rebososd (1); toallas (1); tortilleros (1),1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Purépecha,2.0,"manta, algodón, abuja, hilo, botones haro, lápiz, hilo de algodón, haro, tijera, dedal",b79f9c94-24a3-5954-9ccc-0835f32ae3b6
Randa de aguja,2,1,1,56.5,Oaxaca,Calendas (manifestación de fé).,1.0,"Calendas (manifestación de fé). (1); Mayordomía , servilletas (1); Mayordomías (1); Segundo día de boda. (1)",Aretes,2.0,Aretes (2); Guayaberas (2); Pañuelo (2); Porta vasos (2); Blusas tradicionales (1); Camisa de hombres (1); Camisa de uso interior femenino ( blusas). (1); Camisas (1); Fundas de almohada (1); Orillas de servilletas (1); Sabanas (1); Servilletas (1),0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,Randa de aguja,2.0,"tela, hilo, aguja, tijera, regla, cinta métrica, lápiz, agujas para coser a mano e hilo de algodón",19452438-1704-57d8-88c1-dddd63bd421b
Rayado,1,1,0,46.0,Yucatán,Cómo obsequio,1.0,Cómo obsequio (1); Vaquerías (1),Enmarcados,1.0,Enmarcados (1); Prendas regionales de gala (1),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rayado,1.0,"hilo de seda, hilo de algodón",25de48ea-6d75-5b87-bf6a-9b1e8fa993a8
Recorte de cuadros,1,0,1,59.0,Tlaxcala,Gabanes,1.0,Gabanes (1),Corrido,1.0,Corrido (1); Gaban (1); Sarape (1),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,Recorte de cuadros,1.0,alumbre,19d99fde-8af2-5530-88b4-97605c887ca1
Rectas,1,1,0,22.0,Chiapas,Bodas,1.0,Bodas (1),Blusas artesanales,1.0,Blusas artesanales (1); Blusas tradicionales (1); Faldas (1); Mandiles (1),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rectas,1.0,"hilos cera, hilo, tela",5bb9c830-a021-5fec-b860-878a1af93b0b
Rejilla,7,7,0,42.8571428571429,"Oaxaca, Yucatán",Baquerias,2.0,"Baquerias (2); Bautizo (1); Bautizos (1); Blusas, fustanes, camisas (1); Boda (1); Gremios (1); Hetzmek (1); Hipil (1); Jarana (1); Ternos (1); Todos los eventos religiosos,y ocasiones especiales  asta en el día de la muerte (1); Vaquerias (1)",Blusas,3.0,"Blusas (3); Guayaveras (2); Blusa (1); Camisas (1); Faldas (1); Fustanes (1); Guayaberas (1); Hipiles (1); Huipil (1); Huipiles ,blusas , ternos (1); Pañal (1); Servilleta (1); Terno (1); Vestido (1)",6,0,1,1,0,1,0,0,1,0,0,4,0,1,2,1,0,3,0,0,4,0,0,0,0,0,1,Rejilla,7.0,"tela, hilo seda, hilo, hilera, aro, lápiz máquina 20u, tijeras reglas cinta métrica aguja, encajes plancha, tela kenia o lino, hilo alta seda, hilera blanca, maquina de pedal y aguja num. 14, descosedor, tijerita, aguaja e hilo",b1af1fd6-3095-5b3d-a0c9-d6d14a9db6e4
Relleno,12,10,2,41.75,"Chiapas, Oaxaca, Puebla, Tabasco, Yucatán",Bodas,4.0,"Bodas (4); Bautizo (2); Clausuras (2); Bautizos (1); Boda (1); Bodas, bautizos y mayodormías religiosas (1); Bodas, cumpleaños, primera comunión y en eventos importantes de gala (1); Bolsas uso cotidiano (1); Camisas en fiestas de pueblo (1); Cumpleaños, bautizos y eventos importantes (1); Diademas, uso cotidiano, fiesta d pueblo (1); El uso o de la enagua es en el día a día, solo cambia su uso dependiendo del huipil y el evento (1); Eventos de Fin de Año (1); Eventos de fin de año (1); Eventos de gala (1); Eventos importantes, bodas,primera comunión, clausura de las escuelas (1); Festividades patronales (1); Graduación (1); Huipiles en fiestas del pueblo, las calendas, bodas (1); Rebozos fiestas de pueblo (1); Reuniones (1); Se usa en el día a día, ya que son las mas tradicionales y se adaptan a nuestras actividades cotidianas (1); Se usa en eventos importantes con bodas, bautizos, cumpleaños. (1); Son piezas de innovación en para el día a día (1); Son piezas de innovación para el día a día (1); XV años (1); bodas (1); festividad de pueblo (1); mayordomia (1)",Blusas,6.0,"Blusas (6); Guayaberas (4); Camisas (3); Cojines (3); Huipil (3); Monederos (3); Pantalones (3); Rebozos (3); Servilletas (3); Vestidos (3); Batas (2); Bolsas (2); Huipiles cortos (2); Rebozo (2); Almohadas (1); Camino de Mesa (1); Caminos de mesa (1); Camisas p hombre (1); Chalecos (1); Chalinas (1); Chamarras (1); Diademas (1); Enagua (1); Enaguas (1); Enaguas antiguas y recientes (1); Enahua (1); Estolas (1); Faldas (1); Fundas (1); Fundas para almohadas (1); Guayaberas y camisas (1); Huipiles , blusas (1); Huipiles Ceremoniales o de Gala (1); Huipiles cortos de uso diario (1); Huipiles largo (1); Huipiles largos (1); Manteles (1); Pañuelos (1); Reboso (1); Ropaje de bautizo (1); Sabanas (1); Servilleta (1); Top crop (1); Vestido de niña (1); Vestido de novia (1); Vestido yucatecos (1); blusa (1); falda (1); vestidos (1)",8,2,2,3,0,0,0,1,2,5,0,1,3,1,2,5,12,0,0,1,0,0,0,2,0,0,1,Relleno,12.0,"manta blanca y de color, telas frescas como lino, popelina strech, rayón, hilo de algodón, manta, lino, seda, rayón y en telar de cintura … en el caso de bordado usamos estambre acrilan 3 hebra, aguja, etamina, hilo, aros y tela, aguja de mano, aro y tela, ahuja, tela manta, telar, plumin, maquina de coser, telar de pedal y de cintura. hilo vela, hilos teñidos naturalmente, hilos mercerizado, aguja capotera, carbon, hilos de seda, hilos de algodón",0dfb6eb2-0c1b-5629-9f73-f8b6f70a8d22
Renacimiento,2,2,0,47.0,"Campeche, Yucatán",Boda,1.0,Boda (1); Bodas (1); Vaquerías (1),Blusas,2.0,Blusas (2); Hipiles (2); Batas (1); Solapas (1),2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,Renacimiento,2.0,"hilo de seda, tela, tela de algodón, hilos y el aro",e2b0d4b8-3ad6-54ca-aee3-c046a771cc71
Rococó,6,6,0,36.8333333333333,"Chiapas, Puebla",Blusa tradicional para fiestas especiales,1.0,Blusa tradicional para fiestas especiales (1); Blusas (1); Blusas tradicional (1); Capas (1); Faldas (1); Feria (1); Festividades (1); Fiestas de la comunidad (1); Mandiles (1); Vestidos (1),Blusas,3.0,Blusas (3); Aretes (1); Bata (1); Bautizo (1); Blusa (1); Bluson (1); Bolsas (1); Bolsos y carteras (1); Capas (1); Decorativos (1); En bodas (1); Fiesta patronales (1); Guayavera (1); Mañanitas (1); Moños (1); Pulseras (1); Reuniones (1); Servilletas (1); Vestidos (1); blusa (1); chal (1); fahas (1); fajaa (1); reboso (1); sueter (1); vestido (1),4,1,2,0,0,0,0,0,0,3,0,1,0,0,0,1,6,0,1,1,0,0,0,0,0,0,3,Rococó,6.0,"hilo, manta y aguja, fuego es cocido, tela: rayón, mante corrugado, mante crudo, lana de borrego",ecf99a23-d624-5656-9793-f8ba36d351b2
Saltillo,1,0,1,52.0,Tlaxcala,"En los eventos del 15 de septiembre,el folklor,la musica el sarape saltillo es un icono y un patrimonio cultural e inmaterial del municipio de contla de juan cuamatzi tlaxcala",1.0,"En los eventos del 15 de septiembre,el folklor,la musica el sarape saltillo es un icono y un patrimonio cultural e inmaterial del municipio de contla de juan cuamatzi tlaxcala (1)",En el saltillo .manteles gorros etc,1.0,En el saltillo .manteles gorros etc (1),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Saltillo,1.0,lana y acrilico,02920610-c254-520c-844a-8f16f4005a11
Sapo,1,1,0,30.0,Chiapas,En mujeres que tienen cargo en la comunidad,1.0,En mujeres que tienen cargo en la comunidad (1); Fiesta patronal de Magdalenas (1); Iglesia católica (1),Bufandas,1.0,Bufandas (1); Huipil ceremonial de Aldama (1); Huipil de uso cotidiano (1); Servilletas (1),0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Sapo,1.0,"hilo, komen (urdidor) herramientas del telar",23adf7f4-e2ac-5960-ac65-def030445eb6
Sarape fino de saltillo,2,2,0,42.0,Coahuila De Zaragoza,,,,Camino de mesa,1.0,"Camino de mesa (1); Camisas (1); Cojíneria (1); Colaboraciones con talabartería ( bolsas ) (1); Colaboración con tenis (1); Jorongo / sarape (1); Jorongo a (1); Joyeria (aretes ,pulseras) (1); Quexquemetl (1); Ruanas (1); Sarape (1)",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,1,,,,a0ba7d68-ea79-5807-857d-3a8842dc0543
Semilla,1,1,0,48.0,Oaxaca,Clausura y graduación escuela,1.0,Clausura y graduación escuela (1); Ferias Guelaguetza (1),Blusa tradicional de valle,1.0,Blusa tradicional de valle (1); Camino de mesa (1); Camisa (1); Carpeta mesa (1); Cortina (1); Funda almohada (1); Hupil corto y largo (1); Mantel (1),1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Semilla,1.0,"manta, hilo",39183c26-3a49-5847-abc0-64276dfc8300
Seri,2,2,0,43.5,Sonora,Bautizo,1.0,Bautizo (1); Bodas (1); Fiestas patronales (1),Almohadas,1.0,Almohadas (1); Aretes (1); Blusas (1); Camisas (1); Collares (1); Faldas (1); Muñecos (1); Pulseras (1),2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,Seri,2.0,aguja hilo,580d1f3a-a7c9-5144-8433-37c2eaaf36ed
Sombreado,3,3,0,44.6666666666667,Yucatán,Bautizos,1.0,"Bautizos (1); Bautizos,quince años ,eventos familiares (1); Bodas de oro (1); Bodas religiosas (1); Danzas tradicionales (1); Fiestas ocacionales (1); Fiestas regionales (1); Jet'mek (1); Para un evento de gala (1); Presentación de 3 años (1); Rituales de las primicias (1); Vaqueras del pueblos (1); Vaquerías (1); XV años (1)",Blusas,2.0,"Blusas (2); Ternos (2); Accesorios,  prendedores (1); Blusa (1); Bolsos (1); Camisa (1); Enmarcados (1); Estandartes (1); Guayabera (1); Guayaberas (1); Hipil (1); Huipil (1); Huipiles (1); Justanes (1); Manteles (1); Paliacates (1); Pañales (1); Vestidos (1)",3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,Sombreado,3.0,"máquina industrial, tela, hilo, aro, lápiz, hilera, tijera, cinta métrica, encaje, plancha, hilo de seda, hilos de alta ceda",2bfbb731-42fa-5667-942a-25c2f59dc7f0
Suéter de lana,1,0,1,39.0,Chiapas,"Chuj, los utilizan lo autoridades tradicionales",1.0,"Chuj, los utilizan lo autoridades tradicionales (1)",Animalitos de lana,1.0,"Animalitos de lana (1); Bolsitas de lana (1); Suéter de lana, jorongos blancos y chuj (1)",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Suéter de lana,1.0,lana de borrego,971be8e7-5437-5f8a-8d4c-d1dcd8371124
