tecnica_norm,n_fichas,n_mujeres,n_hombres,edad_prom,estados,ceremonia_principal,ceremonias_resumen,prenda_principal,prendas_resumen,n_aprendio_madre,n_aprendio_abuela,n_aprendio_tia,n_aprendio_hermana,n_aprendio_cunada,n_aprendio_instructor,n_aprendio_otro,n_aprendio_padre,n_no_ha_ensenado,n_ens_hijas,n_ens_nietos,n_ens_sobrinos,n_ens_pareja,n_ens_estudiantes,n_ens_otra,n_ens_hijos,n_man_mano,n_man_pedal,n_man_telar,n_man_mixta,n_man_otra,n_tenido_plantas,n_tenido_minerales,n_tenido_animales,n_tenido_otro
Sonmbreado,3,3,0,45,Yucatán,Bautizos,"Bautizos (1); Bautizos,quince años ,eventos familiares (1); Bodas de oro (1); Bodas religiosas (1); Danzas tradicionales (1); Fiestas ocacionales (1); Fiestas regionales (1); Jet'mek (1); Para un evento de gala (1); Presentación de 3 años (1); Rituales de las primicias (1); Vaqueras del pueblos (1); Vaquerías (1); XV años (1)",Blusas,"Blusas (2); Ternos (2); Accesorios,  prendedores (1); Blusa (1); Bolsos (1); Camisa (1); Enmarcados (1); Estandartes (1); Guayabera (1); Guayaberas (1); Hipil (1); Huipil (1); Huipiles (1); Justanes (1); Manteles (1); Paliacates (1); Pañales (1); Vestidos (1)",3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0
Suéter de lana,1,0,1,39,Chiapas,"Chuj, los utilizan lo autoridades tradicionales","Chuj, los utilizan lo autoridades tradicionales (1)",Animalitos de lana,"Animalitos de lana (1); Bolsitas de lana (1); Suéter de lana, jorongos blancos y chuj (1)",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Swikili,1,1,0,35,Puebla,Festividades,Festividades (1),Camisas,Camisas (1); Servilletas (1); Tapun (huipil) (1),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tafetán,4,2,2,34,"Guanajuato, Morelos, Veracruz De Ignacio De La Llave",Boda,"Boda (1); Bodas (1); En Sacramento religioso comunión, y confirmación. (1); Festivales (1); Fiestas patronales (1); Sacramentos religiosos como primera comunión y confirmaciónes (1)",Bufandas,Bufandas (2); Carteras (2); Chincuete (2); Gabanes (2); Morrales (2); Rebozos (2); Ruanas (2); Camino de mesa (1); Cobijas (1); Cotorinas (1); Ilpikatl (1); Ilpikatl (faja) (1); Jorongos (1); Keshkemit (1); Quechquemetl (mañanitas) (1); Quexquemitl (1); Servilletas (1); Tapetes (1),2,3,1,0,0,0,0,0,0,1,2,1,0,1,2,0,1,0,3,0,0,2,3,2,0
Talakaxtokgo da makan,2,0,2,58,Veracruz De Ignacio De La Llave,Boda,Boda (1); Bodas (1); Ceremonia corona de espinas (1); Ceremonia religiosa (1); Festividad religiosa (1),Batas,Batas (2); Blusas (2); Vestidos (2); Camisas (1); Pañuelos (1); Traje regional (1),2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,1,0,0,0
Tejido cerrado,1,1,0,NA,Puebla,Boda,Boda (1),Cotón,Cotón (1); Faja (xochipayo) (1); Huipiles amtiguo (1); Mamal en tono natural (1); Pajtel (1),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tejido con hoja de pino,1,1,0,37,Chihuahua,Fiesta lavar nixtamal,Fiesta lavar nixtamal (1),Canastas,Canastas (1),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tejido de fibra natural,2,1,1,67,"Michoacán De Ocampo, Veracruz De Ignacio De La Llave",Bodas,Bodas (1); Eventos (1); Sombrero (1); Tapetes (1),Bolsas,"Bolsas (1); Manualidades (1); Pintura, la mora, el palo azul, el palo volador, el moguite (1); Portavasos (1); Sombreros (1); Tapetes (1); Tejido de telar de cintura (1); Teñido del materia la natural (1); Tortilleros (1)",1,1,2,0,1,0,0,0,0,1,2,1,2,1,2,1,1,1,1,0,0,1,1,0,0
Tejido de gancho,1,1,0,46,Oaxaca,Actividades religiosas,Actividades religiosas (1); Bodas (1); Guelaguetza (1),Blusón,Blusón (1); Camisa de la mujer zaachileña (1); Camisas para caballero (1); Vestidos (1),0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Tejido de horquilla,1,1,0,48,Veracruz De Ignacio De La Llave,Ropa interior del traje jarocho,Ropa interior del traje jarocho (1); Ropon de bautismo (1),Blusa del traje jarocho,Blusa del traje jarocho (1); Enaguas (1); Fustán del traje jarocho (1); Guayaberas (1); Mantelería (1); Rebozos (1); Vestidos (1),0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Tejido de lana,1,0,1,32,Puebla,Concursos,Concursos (1),Caminos de mesa,Caminos de mesa (1); Quesquemen (1); Rebozos (1); Ruanas (1); Tomicoton (1),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Tejido de ojitos,1,1,0,61,Veracruz De Ignacio De La Llave,Limpias con huevo,Limpias con huevo (1); Mayordomia (1); Medicina tradicional (1); Xochitlalli (1),Aretes,Aretes (1); Calzon de manta (1); Camisa de nana (1); Camisa de tata (1); Falda de nana (1); Mangas de tata (1); Morral (1); Servilletas (1); Tlacoyales (1),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
Tejido de patakua,1,1,0,49,Michoacán De Ocampo,El Rebozo lo usan las señoritas en la procesión de la fiesta patronal de san Jerónimo en Aranza del 30 de Septiembre,El Rebozo lo usan las señoritas en la procesión de la fiesta patronal de san Jerónimo en Aranza del 30 de Septiembre (1),Blusa típica,Blusa típica (1); Huanengo (1); Manteles (1); Rebozos (1); Servilletas (1); Vestido típico (1),1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
Tejido de semilla,1,1,0,65,Oaxaca,En Vento importantes o para uno del día,En Vento importantes o para uno del día (1); En cualquier evento importante (1); Eventos importantes y ferias del municipio (1); Feria de de municipio y eventos importantes (1); Feria del pueblo y eventos importantes (1); Para eventos importantes y elegantes (1); Para eventos importantes y ferias (1); Para una fiesta elegantes (1),Aretes,Aretes (1); Blusas (1); Bolsas (1); Bufandas (1); Camino de mesas (1); Camisas (1); Carteras (1); Corset (1); Rebozos (1); Vestidos (1),0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Tejido en bajo lizo o trapiel,1,0,1,25,Tlaxcala,Uso diario,Uso diario (1),Bolsas,Bolsas (1); Enredos (1); Gabanes (1); Sarapes (1); Tapetes (1),0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
Tejido en bastidor de madera,1,0,1,56,Sinaloa,NA,NA,Liensos de tela de manta,Liensos de tela de manta (1); Morrales de ixtle (1),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tejido en curva y brocado,1,0,1,33,Puebla,Bodas,Bodas (1),Quixquemetl totonaca,Quixquemetl totonaca (1),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Tejido tradicional,4,3,1,40,"Chiapas, Chihuahua, Guerrero, Oaxaca",Artículo de decoración para el hogar,Artículo de decoración para el hogar (4); Asistir eventos (1); Cuando la persona es anfitriona del evento o fiestas tradicionales del pueblo (1); En ceremonias (1); En fiestas o eventos (1); Fiestas o eventos relevantes (1); Para uso personal (1),Camino de mesa,"Camino de mesa (2); Cojines (2); Huipiles (2); Blusa bordadas (1); Bolsas (1); Cintas (1); Fundas para almohada (1); Guayaberas (1); Huaraches (1); Huipil o blusa (1); Manteles (1); Rebosos (1); Tapete (1); Un traje, que consta de un huipil y dos lienzos que conforman una falda y que al pie lleva un olan (1); Zapatillas (1)",3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,1,0,0,0
Telar colonial,1,0,1,39,Tlaxcala,Baile del Xochipitzahual,Baile del Xochipitzahual (1),Blusa de rebozo,Blusa de rebozo (1); Corbatas de rebozo (1); Gabanes (1); Rebozo (1); Rebozo de capa (1); Rebozo estilo saltillo (1); Tapetes (1); Zaquitos de rebozo (1),1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Telar de cajón,1,0,1,24,México,Funeral,Funeral (1); Misa (1),Rebozo,Rebozo (1),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
Telar de cintura,146,123,22,43,"Chiapas, Ciudad De México, Guerrero, Hidalgo, México, Michoacán De Ocampo, Morelos, Nayarit, Oaxaca, Puebla, Querétaro, Sinaloa, Veracruz De Ignacio De La Llave",Bodas,"Bodas (20); Boda (10); Fiestas patronales (8); Bautizos (6); Bautizo (4); Ceremonia (4); Eventos culturales y tradicionales (4); Eventos religiosos (4); Fiesta patronal (4); Fiestas tradicionales (4); Camisa (3); Ceremonias (3); Diario (3); Fiestas (3); Huipiles (3); Uso diario (3); Bodas, bautizos, etc (2); Calendas y convites (2); Casa (2); Clausura (2); Confirmacion (2); Confirmaciones (2); Confirmación (2); Evento cultural (2); Eventos culturales (2); Eventos políticos (2); Ferias (2); Fiesta patronales (2); Huipil (2); Huipil ceremonial (2); Manteles (2); Mayordomia (2); Primera comunión (2); Rebozo (2); Vestimenta cotidiana (2); 15 años (1); 16 de septiembre (1); 2 (1); Autoridades (1); BODAS (1); Bailables tradicionales (jarabe mixe) (1); Banda filarmónica femenil (1); Bata (1); Batas (1); Blusa (1); Blusas (1); Blusas bordadas en pepenado hilván (1); Blusas telar (1); Blusas tradicionales (1); Bodas con el huipil tradicional (1); Bodas, fiestas (1); Bolsas, traje de novios (1); Camisas o guayaberas: fiestas patronales o religiosas (1); Camisas para uso diario. (1); Camiza:cuando los hombres tienen cargo ya sea en la iglesia o en el municipio que tiene un cargo como presidente lo utilizan en el cuello y en la manga de sus camisas (1); Campañas (1); Carnaval (1); Carteras (1); Casa fiesta patronal (1); Ceremonia de indígenas (1); Ceremonia religiosas (1); Ceremonia y fiesta de carnabal (1); Ceremoniales de fiesta tradicionales en nuestro pueblo chenalhó (1); Certamen de la Flor más Bella del Ejido, fiestas patronales de Milpa alta. (1); Certamen de la Flor más Bella del Ejido, fiestas patronales en Villa Milpa Alta. (1); Comuniones (1); Convivios familias (1); Cotidiano en algunos casos (1); Cubrir el cuello (1); Cumpleaños (1); Danza del maiz (1); Danzas (1); De uso diario (1); Del diario (1); Diario o fiesta (1); Diario. (1); Día de Muertos (1); Día de los muertos (1); Día de muertos (1); EVENTOS CULTURALES (1); EVENTOS FAMILIARES (1); El rebozo y la bufanda de uso cotidiano (1); El traje de la mujer se uliisa para ceremonias (1); En algún evento político para destacar la seda (1); En bodas ,en fiestas patronales ,en eventos especiales (1); En enevtos importantes (1); En eventos como primeras comuniones (1); En eventos importantes (1); En fiesta patronal (1); En fiestas (1); En la actualidad se utiliza para salir (1); En la boda tradicional (1); En las fiestas (1); En las fiestas de los indígenas (1); En las fiestas del pueblo (1); En las fiestas tradicionales comunitarios (1); En los eventos de los indígenas (1); En los eventos tradicionales (1); En los tiempos de frios (1); En misa se utilizan los lienzos (1); En ninguna (1); En un butizo (1); En una boda (1); Epoca de frio (1); Es de uso de tlapiales es de uso diario en la comunidad, al igual que los jorongos (1); Esta pieza se usaba cotidianamente porque con eso se sujeta la enahua (1); Evento (1); Evento que encabezan la cabecera municipal (1); Evento religioso (1); Evento religiosos (1); Evento socio político (1); Eventos culturales de la comunidad (1); Eventos culturales, bodas (1); Eventos especiales (1); Eventos importantes (1); Eventos municipales (1); Eventos tradicionales (1); Eventos varios (1); Exposiciones (1); Faja (1); Faja:solo lo ponen los hombres que tienen un cargo ya sea en la iglesia o en la presidencia (1); Fajas para hombre / pok'ki'l (1); Ferias artesanales (1); Festividades y tradiciones (1); Fiesta Patronal (1); Fiesta Patronal del Pueblo (1); Fiesta ceremonial (1); Fiesta cultural (1); Fiesta de San Juan (1); Fiesta de carnaval (1); Fiesta de la Virgen de Guadalupe (1); Fiesta de la Virgen de la Natividad (1); Fiesta de san lorenzo (1); Fiesta del niño chichihua (1); Fiesta del patrón del pueblo y bodas (1); Fiesta del pueblo. (1); Fiesta del santo patrono (1); Fiesta patronal de san Jerónimo (1); Fiesta religiosa (1); Fiesta san Lorenzo (1); Fiesta santa maría (1); Fiestas  patronales (1); Fiestas del pueblo (1); Fiestas en las iglesias (1); Fiestas locales (1); Fiestas patronales se usa el Rebozo. (1); Fiestas religiosas, fiestas comunales (1); Fiestas, (1); GALA DE MATRIMONIO (1); Gabanes para fiesta (1); Huipil de grecas: se utiliza en Mayordomías o fiestas patronales (1); Huipil de ramo: se utiliza en la noche de bodas (1); Huipil y falda (1); Huipiles tradicionales lo cuando tienen (1); Indumentaria totonaca (1); Jorongo tiempo frio (1); La pieza se ocupa en eventos (1); Las blusas para uso diario y tradicional. (1); Las blusas tradicionales se usan para eventos especiales por ejemplo en las ceremonias (1); Las fajas (1); Las servilletas se ocupan en los eventos (1); Lienzo teñido con añil pr casarse (1); Lo más utilizado es el huipil para mujer y el de hombre (1); Los alcaldes (1); Los convites o calendas (1); Los huipiles de diario se usa diario los de media gala y gala para eventos especiales (1); Mantel (1); Mayordomías (1); Ninguno (1); Nuestras tradiciones nuestra cultura (1); Ocasiones especiales (1); Pantalones y banda (1); Para asistir a clases (1); Para ceremonias espirituales (1); Para cubrir las tortillas que molemos a diario (1); Para fiestas de gala (1); Para guardar nuestro dinero (1); Para identificarse en cualquier lugar (1); Para la siembra (1); Para recibir algún cargo de la comunidad (1); Para salir eventos o regalarle a alguien (1); Para uso diario (1); Para vestir diario (1); Para vestir diario dependen del tejido que se realize ya que hay variedad en este caso se usan para bodas, fiestas de galas, o de diario (1); Parte de la vestimenta del traje regional y se usa diario y lleva un bordado en espefico para que sea de gala (1); Pará la fiesta patronal en honor a San Jerónimo el 30 de septiembre cargando ala virgen María (1); Pañuelos (1); Pedidos especiales (1); Prendas para adornar (1); Primer viernes de cuaresma evento especial de santo patrón del pueblo (1); Primeras comuniones (1); Principalmente en las fiestas patronales ( huipil tradicional, tanto para hombre y mujer) (1); Procesión de Cristo los vienes santo (1); Quechquemitl, en las ferias patronales para la virgen. (1); Rebazos  y vestidos (1); Rebosos se utilizan todo los días en mi pueblo (1); Rebozos (1); Rebozos y Vestidos (1); Rebozos: en fiestas o luto (1); Redes / nuti' (1); Regalos para fiestas (1); Religiosas (1); Rituales (1); Robozo para diario (1); Sacramentos (1); San Miguel (1); Se usa la prenda en la ceremonia de santo patrono de mi municipio (1); Se usa para ceremonias de boda tradicional, ritual de lava manos (1); Se usa para complementar la vestimenta de la mujer (1); Se usa también en la ceremonia de ofrenda en la siembra de los cultivos del campo (1); Se usa también en la fiera de la virgen de Guadalupe (1); Se usa también en un boda (1); Seremoniales (1); Servilletas (1); Señidor o Xochipayo (1); Sufrió un innovación y se utiliza para adornar la mesa (1); Tenkowipil (1); Tiempos de frío (1); Tradicional (1); Traje completo de mujer en mayordomías (1); Traje de gala (1); Traje de hombre en carnaval (1); Traje de niña (1); Traje tradicional (1); Traje tradicional de hombre (1); Trajes tradicionales (1); Uniformes de niños, niñas de primaría (1); Usan para cubrirse del frio (1); Uso cotidiano (1); Uso diarios (1); Vestido (1); Vestido para el diario o fiestas (1); Vestimenta de mujer (1); Vestimenta tradicional (1); bodas (1); eventos culturales (1); fiesta del pueblo (1); fiestas patronales (1); huipil:utilizan las mujeres que son mayordomos en la iglesia que son los encargados de la iglesia (1); solo en  fiestas patronales se utiliza el traje tradicional (1)",Rebozos,"Rebozos (33); Blusas (31); Huipiles (29); Camisas (20); Bolsas (18); Blusa (17); Fajas (16); Huipil (16); Servilletas (16); Bufandas (14); Gabanes (14); Monederos (14); Morrales (14); Caminos de mesa (12); Rebosos (12); Vestidos (11); Rebozo (10); Manteles (9); Chalecos (8); Faldas (8); Reboso (8); Servilleta (7); Camino de mesa (6); Camisa (5); Enredo (5); Ruanas (5); Batas (4); Blusones (4); Bufanda (4); Chalinas (4); Cojines (4); Faja (4); Jorongo (4); Bolsos (3); Colchas (3); Cotones (3); Falda (3); Huipil de uso diario (3); Jorongos (3); Manteles individuales (3); Mañanitas (3); Pantalones (3); Ponchos (3); Pulseras (3); Vestido (3); Aretes (2); Bandas (2); Capa (2); Centro de mesa (2); Cintos (2); Cobijas (2); Collares (2); Cosmetiqueras (2); Fundas de cojin (2); Fundas de cojines (2); Gaban (2); Gavan (2); Huanengo (2); Huipil de gala (2); Huipil en curva (2); Kechkemit (2); Lienzos (2); Mantel (2); Naguas (2); Nahua (2); Pie de cama (2); Porta vasos (2); Pulceras (2); Quechquemetl (2); Quexqueme (2); Sombreros (2); Telar de cintura (2); Tlapiales (2); bufanda (2); rebozos (2); 1 (1); Abrigos de lana (1); Accesorios (1); Accesorios para el hogar (1); Almohadas (1); Antiguas (1); Aplicaciones para blusas, camisas y camisetas. (1); Aretes (accesorios) (1); Aretes de seda (1); Arte contemporánea (1); BLUSA (1); BLUSAS (1); BOLSAS (1); BORDADOS EN PANTALONES (1); Bata (1); Bautizos (1); Blusa en cuello v (1); Blusa tipica (1); Blusa tradicional de larrainzar (1); Blusas  tradicional de cuetzalan (1); Blusas bordadas (1); Blusas de laboratorio tradicionales (1); Blusas de telar (1); Blusas tradicionales (1); Blusas, deshilado o burgalesa (1); Blusass (1); Bluson (1); Blusón (1); Boda (1); Bodas (1); Bolsa (1); Bolso (1); Bordar (1); CAMISAS (1); CARTERAS (1); Calado (1); Camino de Mesa (1); Camino de mesas (1); Caminos de mesa. (1); Camisa ceremonial para hombre (1); Camisas de cajón (1); Camisas de hombre (1); Camisas de hombres (1); Camisas deombre (1); Camisas hombre (1); Camisas mujer (guanengo) (1); Camisas para niño y adulto (1); Camizas (1); Campeta (1); Capas (1); Capas o jorongos (1); Carteras (1); Cenefas (1); Cenidores (1); Cerbilletas /pix baj (1); Ceñidor (1); Ceñidor de seda (1); Ceñidores (1); Chal (1); Chales (1); Chalina (1); Chamarasen (1); Chincuete o enredos (1); Chincuete, o enrredos (1); Cintas o ataderas de labor con puntas de chaquira. (1); Cinturones (1); Cinturón de mujer (1); Cobija (1); Cojin (1); Cojines o fundas para almohadas (1); Cojín (1); Colchas matrimoniales (1); Collares de tlapiales (1); Como fiestas patonales (1); Concha de armadillo hupil (1); Correas para bolsos (1); Cortina (1); Cortinas (1); Coton (1); Cotones tradicional (1); Cotorinas (1); Coyocoton (1); Cubrebocas (1); Delantal (1); Diademas (1); El chal (1); El quechquemetl (1); El tejido de tlapiales es para las trenzas, y el tejido de Ojitos es pare hacer textiles tradicional del jorongo y quexkem (1); En camisas de hombre (1); En huipil ceremonial (1); En huipiles (1); En indumetarias (traje completo (1); En la blusa (1); En la capa (1); En la falda (1); En la fiesta ceremonia (1); En la mayoría que realizó (1); En las fajas (1); En los enredos ceremoniales (1); En los eventos (1); En rebozo (1); En todas las prentas (1); Enagua (1); Enahuas (1); Enrredos (1); Esto se utiliza para vestimenta de nuestra comunidad (1); FALDAS (1); Faida (1); Faja de labor, o urdimbre suplementaria. (1); Faja de los hombres (1); Faja tradicional totonaca (1); Fajas con figuras y lisas. (1); Fajas de figura (1); Fajas o señidor (1); Fajas para hombre / po'ki'l (1); Faldas y vestidos (1); Faldas, deshilado y bordado (1); Fiesta de la ciembra del cultivo (1); Fiesta de la virgen de Guadalupe (1); Fiesta patronal (1); Fiestas patronales (1); Fudandas (1); Fufandas (1); Funda cojín (1); Fundas (1); Fundas cojines (1); Fundas para cogin (1); Fundas para cojines (1); GUAYABERA (1); Gargantillas (1); Guanengo (1); Guanengos (1); Guayaberas (1); HUIPIL (1); HUIPIL DE DIARIO (1); HUIPIL DE GALA (1); Huipil ceremonial (1); Huipil corto(blusas) (1); Huipil de boda (1); Huipil de la mujer (1); Huipil de seda (1); Huipil media gala (1); Huipil, blusa (1); Huipil, caminos de mesa , fundas de cojin (1); Huipiles (blusas) (1); Huipiles /k'uil (1); Huipiles cortos (1); Huipiles seremoniales, para usos y costumbres (1); Huipiles tradicionales (1); Hupil (1); Hupil de gala (1); Hupiles (1); Jerga (1); Juegos individuales (1); Kechkemin (1); Kexkemitl (1); Kexquemetl (1); La blusa (1); La falda (1); Lienzo (1); Lienzo de la vestimenta tradicional (1); Lienzo rayada (1); Lienzos  para confeccionar diferentes prendas (1); Lienzos para camisas (1); Llaveros (1); Mangas (1); Mantelería (1); Mantelería, deshilado (1); Manteles de mesa (1); Manteles para altar (1); Manteles servilletas (1); Mantelitos individuales (1); Mantillas o rebozos (1); Medía gala (1); Monederos / ch'uib (1); Monederos-paltel-náhuatl (1); Morrales de diferentes medidas (1); Moños (1); Ornamentos para cultos religiosos (1); Pantalones de manta (1); Pantalón (1); Pañuelo (1); Pañuelos (1); Pañuelosservilletas (1); Pies de cama (1); Playeras (1); Pock k'uul (poncho para hombres) (1); Poncho (1); Poncho de los esposos (1); Portalentes (1); Portavaso (1); Pulsera (1); Quechkemitl (1); Quechquemit (1); Quechquemitl (1); Quesqueme (1); Quesquemes (1); Quesquemetl (1); Quetchquemetl (1); Quexkemitl (1); Quexmichi y caltzomitl (1); Quexquemeti (1); Quexquemetl (1); Quexquemitl (1); Quexquémetl (1); Quezquemetl (1); REBOZOS (1); Rebosos de lana (1); Rebosos/ chalil (1); Rebozo de seda (1); Rebozos ,enredo o chincuete ,ganan, bufanda, mortales ,le quemetl, fajas,monederos ruanas, carteras bolsas, etc. (1); Rebozos, (1); Rebusos (1); Redes /nuti' (1); Refajos o enajuas (1); Reposo (1); Ropas seremoniales (1); Ropitas niñas (1); Ruana (1); Separador de libro (1); Servilletas para fiestas patronales (1); Servilletas tradicionales Tlachihuali (1); Señidores (1); Tali (1); Tapete (1); Tarjeteros (1); Telares de cintura (1); Tengo huipil (1); Tiras (1); Tlalpiales (1); Tlapiales ( los 5 diferentes diseños de mi pueblo) (1); Tortilleros (1); Traje de Tolimán, Randa, telar de cintura y listones (1); Traje de gala (1); Traje de novia (1); Traje tradicional (1); Trajes ceremoniales (1); Uipil (1); Utilizar los maestros como bolsa (1); VESTIDOS (1); Vatas (1); Velos para novias (1); Vestidos estilizados (1); Vestidos para niña (1); Vestidosf (1); Vestimenta diario (1); Vestimentas ceremoniales tanto de hombres para mujeres (1); Vestimentas para el público en general (1); Xikipiles (1); Xochipayo (1); aretes (1); blusa (1); caminos (1); caminos de mesa (1); camisa (1); camisa de niños (1); capas (1); chaleco (1); colchas (1); enredos (1); gaban (1); gavan (1); hipiles (1); huipil de hombre (1); huipiles (1); llaveros (1); manga de la camiza de los hombres que tienen un cargo en el municipio (1); monederos (1); morrales (1); pantalon (1); pañuelo (1); pulceras (1); quexquemetl (1); reboso (1); rusnas (1); sinidores (1); traje de novio (1); vestido de novia (1)",94,28,46,6,2,3,14,4,16,49,24,24,27,10,25,37,38,0,130,6,4,74,27,34,10
Telar de pedal,24,5,18,38,"Chiapas, Coahuila De Zaragoza, Jalisco, México, Michoacán De Ocampo, Oaxaca, Querétaro, Tlaxcala, Zacatecas",Boda,Boda (2); Bodas (2); Danza de la pluma (2); Pasarelas (2); Bautizo (1); Ceremonia de gala (1); Danzas Tradicionales (Huehues) (1); Diseñadores (1); En la virgen de la natividad (fiesta patronal) (1); En las fiestas patronales de mi comunidad (1); Evento de gala (1); Eventos (1); Eventos  Festival del Sarape (1); Eventos sociales (1); Expoventas (1); Fiesta de gala (1); Fiestas (1); Fiestas  y eventos de la comunidad (1); Fiestas del pueblo (1); Gaban para concurso de noche de muertos en homenaje (1); Hoteles (1); Huipiles de capitanes (1); Huipiles de mayordomía (1); La danza de la pluma (1); La virgen del Rosario (1); Ofrendas (1); Para boda (1); Recuerda para 15 años (1); Restaurante (1); Temazcal (1); Temporadas de frio (1); Traje de gobernador tradicionalistas (1); Uso casual (1); Uso cotidiano (1); Uso diario de la prenda (1); en las fiestas patronal de la comunidad (1); Época del frio (1),Gabanes,"Gabanes (5); Carteras (3); Chalecos (3); Cojines (3); Gaban (3); Rebozo (3); Rebozos (3); Tapetes (3); Blusa (2); Blusas (2); Cobija (2); Jorongos (2); Manteles (2); Mañanita (2); Morrales (2); Quexquemetl (2); Rebosos (2); Sarapes (2); Tapete (2); Alfombra (1); Almohadas (1); Blusas de tlahui bordado a máquina con iconografía de la comunidad (1); Blusas región (1); Bolsa (1); Bolsas (1); Bolsos (1); Camino de mesa (1); Camino de meza (1); Caminos de mesa (1); Camisas (1); Capa 1000 usos (1); Capas (1); Ceñidor de lana de borrego (1); Chamarras (1); Cobijas (1); Cojines bolsos (1); Colchas (1); Cotorinas (1); Deademás con bordados tradicionales de la comunidad (1); En el enredo de las personas mujeres mayores, vestimenta de falda (1); En el ofrenda para día de muertos (1); Enahua de lana (1); Falda con bordados de tlahui a máquina con iconografía de la comunidad (1); Faldas (1); Gaban de algodón teñido con tintes naturales ycon bordados tradicionales de máquina (1); Gaban de lana tejidas en telar de pedal (1); Gaban de lana teñido con tintes naturales (1); Gaban de uso personal (1); Gaban para concurso noche de muertos en Pátzcuaro (1); Gabanes de la lana (1); Gabán (1); Gabánes (1); Gobelinos (1); Huipil (1); Huipiles (1); Huipiles de lana (1); Individual (1); Jorongo (1); Joyeria (1); Kaftan (1); Libretas (1); Monedero de lana y algodón tejido en telar de pedal (1); Morral de lana (1); Moños (1); Naguas o faldas (1); Parte del traje de la danza de la pluma (1); Pie de cama (1); Quesquemetl (1); Quezquemetl (1); Reboso (1); Rebozo de algodón teñido con tintes naturales (1); Rebozo de tinte natural (1); Ruana (1); Ruanas (1); Sacos (1); Sarape de Saltillo (1); Servilleta (1); Servilletas (1); Señidores (1); Tapetes de lana (1); Tapiz (1); Tlacoyal de lana (1); Tlacoyales de lana (1); Vestido (1); Vestimenta para las abuelas (1)",7,7,5,2,2,4,4,9,2,9,3,6,6,6,7,5,6,2,13,3,1,20,9,8,5
Tenerife,1,1,0,49,Campeche,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tinte natural y tejido,1,0,1,24,Veracruz De Ignacio De La Llave,Bautizo,Bautizo (1); En boda (1); Viajes de visita (1),Billetera,Billetera (1); Bolsa de mano (1); Carpetas de documentos (1); En el morral (1); Morral con mochila (1),1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1
Tintes naturales,1,0,1,27,Tlaxcala,Expoventas,Expoventas (1),Cobijas,Cobijas (1); Cojines (1); Gabánes (1); Huipiles (1); Lienzos (1); Pies de cama (1); Reboso (1); Sarapes (1),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
Tlajkitilistli,1,1,0,29,Veracruz De Ignacio De La Llave,Prenda tradicional para la mujer,Prenda tradicional para la mujer (1); Rituales (1),Rebozos,Rebozos (1); Servilletas (1),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Tlapial,1,1,0,40,Veracruz De Ignacio De La Llave,Bailables,Bailables (1); Xochitlalis (1),Anillos,Anillos (1); Aretes (1); Collares (1); Pulceras (1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
